id_wikidata	article	subject	avg_pv	avg_pv_prev	size	size_prev	notes	notes_prev	images	images_prev	references	references_prev	incipit_size	incipit_on_size	incipit_prev	issues	issues_prev	issue_sourceNeeded	issue_clarify	discussion_size	discussion_prev	first_edit	days	all_visits	VdQ	vetrina	galleria_su_Commons	pagina_su_commons	pagina_su_wikisource
Q1094061	Complemento di termine	Grammatica italiana	219	221	1973	3018	2	2	0	0	0	0	451	22.86	479	1	1	0	0	83	0	2005-11-13	5679	473732	-10	0	0		
Q1094598	Secretum	Letteratura italiana	87	83	4775	4782	1	1	1	1	1	1	298	6.24	298	0	0	0	0	521	50	2007-01-17	5249	188512	21	0	0		
Q1094908	I Trionfi	Letteratura italiana	49	48	5277	5275	1	1	4	4	3	3	779	14.76	779	0	0	0	0	50	50	2007-01-17	5249	105521	5	0	0	I Trionfi	Opera:Trionfi
Q10955875	Criteri di congruenza dei triangoli	Matematica	156	161	8537	8753	3	3	0	1	0	0	404	4.73	404	0	0	0	0	7655	7655	2005-04-26	5880	336499	-25	0	0		
Q1100446	Accento distintivo sui monosillabi	Grammatica italiana	49	55	37577	37584	21	21	0	0	0	0	2311	6.15	2311	0	0	0	0	9203	9156	2005-07-20	5795	106761	-26	0	0		
Q1101896	Trapassato remoto	Grammatica italiana	78	85	12264	12264	9	9	0	0	3	3	813	6.63	813	0	0	0	0	12130	12046	2006-12-17	5280	168210	-35	0	0		
Q11019	Macchina	Tecnologia	78	79	15808	15811	1	1	2	2	1	1	728	4.61	728	0	0	0	0	1126	1126	2005-10-02	5721	167882	-7	0	0	Machines	
Q11030584	Entscheidungsproblem	Informatica	23	24	1992	1957	2	2	0	0	0	0	780	39.16	779	1	0	0	0	2508	2508	2007-04-10	5166	50047	-4	0	0		
Q11033	Mezzo di comunicazione di massa	Letteratura italiana	227	45	51998	45	34	0	1	0	0	0	2809	5.40	42	1	0	9	1	31240	0	2004-03-18	6284	491272	26	0	0	Mass media	
Q11053	RNA	Biologia	415	373	47437	47182	73	73	8	8	18	18	1831	3.86	1849	0	0	0	0	14825	14825	2003-08-02	6513	897369	206	0	0	RNA	RNA
Q11068	Apparato circolatorio	Biologia	476	481	52868	52675	68	68	16	16	9	9	2284	4.32	2239	0	0	0	0	22890	22154	2006-12-19	5278	1030071	-20	1	0	Cardiovascular system	
Q11078	Apparato endocrino	Biologia	174	41	8183	32	0	0	6	0	8	0	445	5.44	29	1	0	0	0	4325	0	2005-08-14	5770	376498	-15	0	0	Endocrine system	Endocrine system
Q110786	Singolare	Grammatica italiana	3	3	810	810	0	0	0	0	0	0	626	77.28	626	1	1	0	0	83	0	2006-09-23	5365	5770	-1	0	0		
Q1108445	Rus' di Kiev	Storia	103	93	60341	60275	28	28	28	28	5	5	3364	5.57	3358	0	0	0	0	3589	3209	2004-06-15	6195	221774	49	0	0	Kievan Rus	
Q1109552	Operaismo	Storia	19	18	7809	7642	1	1	1	1	10	10	840	10.76	840	0	0	0	0	36	36	2008-07-26	4693	41935	6	0	0		
Q11101	Organi di senso	Scienze	125	133	10034	10022	1	1	5	5	0	0	745	7.42	733	0	0	0	0	1498	1498	2006-01-16	5615	270036	-38	0	0	Sensory system	
Q1111	Carica elettrica	Scienze	191	195	11348	11285	8	8	3	3	6	6	1253	11.04	1253	0	0	0	0	8990	8990	2004-03-10	6292	413102	-18	0	0	Electric charge	
Q1112860	Apparato escretore	Biologia	81	79	3693	3680	0	0	2	0	0	0	502	13.59	630	1	1	0	0	60	60	2006-08-16	5403	175375	11	0	0		
Q1113267	Quaderni del carcere	Letteratura italiana	50	48	71345	71339	41	41	13	13	4	4	2157	3.02	2157	0	0	0	0	1037	1037	2007-04-03	5173	108922	11	0	0	Quaderni del carcere	
Q11135	Indirizzo IP	Informatica	479	480	16883	16824	8	8	4	4	0	0	1038	6.15	1020	0	0	1	0	24200	24200	2004-08-08	6141	1036557	1	0	0		
Q1114493	Esercito romano	Storia	223	219	186423	186013	244	244	86	86	37	37	2057	1.10	2075	0	0	1	0	9515	9515	2005-08-13	5771	482493	19	0	0	Military of ancient Rome	
Q11158	Acido	Chimica	204	208	11816	11648	10	10	1	1	2	2	1841	15.58	1841	0	0	0	0	6762	5191	2004-09-17	6101	440562	-20	0	0	Acids	
Q11169	Punto interrogativo	Grammatica italiana	118	117	4524	4524	2	2	3	3	0	0	401	8.86	401	0	0	0	0	1073	1039	2005-07-05	5810	254510	3	0	0	Question marks	Question mark
Q11173	Composto chimico	Chimica	123	121	6098	6084	1	1	1	1	1	1	958	15.71	958	1	1	0	0	4449	4449	2004-03-16	6286	266714	12	0	0	Chemical compounds	
Q1117578	Parlamento italiano	Cittadinanza e costituzione	116	805	54505	53530	26	29	8	8	0	0	618	1.13	1396	1	1	0	0	20595	20594	2004-03-18	6284	251360	461	0	0	Parliaments of Italy	Autore:Parlamento italiano
Q1118145	Pellegrinaggio cristiano	Storia	37	35	11365	11365	0	0	3	3	0	0	412	3.63	412	1	1	0	0	1343	1343	2007-06-04	5111	79713	7	0	0		
Q11188	Popolazione mondiale	Biologia	1066	1011	65129	58375	55	59	8	8	4	4	903	1.39	704	0	0	8	0	15631	14937	2008-09-23	4634	2304548	274	0	0	World population statistics	
Q11193	Base (chimica)	Chimica	148	149	7762	7436	5	5	1	0	2	2	858	11.05	785	0	0	0	0	2572	1860	2004-09-17	6101	320647	-2	0	0	Bases	
Q11197	Logaritmo	Matematica	423	443	22308	20016	1	1	3	3	1	1	1478	6.63	1478	0	0	0	0	529	529	2005-01-11	5985	913746	-98	0	0	Logarithm	
Q11203	Sistema di equazioni lineari	Matematica	75	73	12003	12152	7	7	0	0	5	5	504	4.20	504	0	0	0	0	1089	1089	2004-11-06	6051	161572	9	0	0	System of linear equations	
Q11204	Potere legislativo	Cittadinanza e costituzione	267	255	10254	10113	5	5	1	0	0	0	949	9.25	823	1	1	0	0	1008	1008	2005-02-03	5962	578212	65	0	0	Legislatures	
Q11214	Equazione differenziale	Matematica	151	148	30008	29858	17	17	2	2	19	19	449	1.50	449	0	0	0	0	12086	11316	2004-07-29	6151	327323	15	0	0	Differential equations	
Q112154	Apocope	Grammatica italiana	105	108	19729	18508	13	13	0	0	1	1	1142	5.79	1143	0	1	0	0	37867	36475	2004-07-11	6169	226007	-19	0	0		
Q11216	Analisi numerica	Informatica	51	2	24305	30	2	0	0	0	2	2	426	1.75	27	0	0	0	0	5478	0	2004-01-14	6348	109188	0	0	0	Numerical analysis	
Q1122094	Proposizione subordinata	Grammatica italiana	180	177	5412	5322	0	0	0	0	0	0	855	15.80	855	1	1	0	0	948	897	2006-03-27	5545	388516	13	0	0		
Q1122484	Equazione logaritmica	Matematica	5	5	3320	3320	3	3	0	0	5	5	435	13.10	435	0	0	0	0	40	40	2006-03-11	5561	10381	0	0	0		
Q11229	Percentuale	Matematica	112	112	5454	5519	0	0	1	1	0	0	1187	21.76	1187	1	1	0	0	2587	2587	2006-04-08	5533	241724	-2	0	0	Percentages	
Q1123201	Guerre d'indipendenza ispanoamericane	Storia	24	22	14462	14304	0	0	17	16	19	19	915	6.33	915	0	0	0	0	354	354	2009-04-29	4416	50902	7	0	0	Spanish American wars of independence	
Q1123840	Simboli europei	Diritto e Economia	27	27	10263	10281	4	4	1	1	0	0	1128	10.99	1128	0	0	0	0	2223	2223	2004-04-10	6261	57421	-2	0	0	Symbols of Europe	
Q11255	Microsoft Office	Informatica	277	285	12969	12287	4	3	24	24	0	0	400	3.08	400	0	0	0	0	4117	4117	2005-06-26	5819	599559	-38	0	0	Microsoft Office	
Q1125955	Input	Informatica	69	74	5693	5265	1	0	0	0	0	0	1168	20.52	1238	1	1	0	0	41	41	2005-11-04	5688	149489	-22	0	0		
Q1127188	Economia dello sviluppo	Diritto e Economia	17	17	16137	16137	1	1	0	0	13	13	282	1.75	282	1	1	0	0	1613	1613	2004-06-30	6180	36063	-2	0	0	Development	
Q112754	Fonte primaria	Storia	46	46	21160	21106	15	14	0	0	0	0	3118	14.74	3118	1	1	0	0	6564	6564	2006-10-12	5346	100087	3	0	0		
Q1129196	Tangente (matematica)	Matematica	283	281	9567	9545	11	11	3	3	15	15	739	7.72	718	0	0	0	0	1769	1769	2005-06-25	5820	612043	13	0	0	Tangent function	
Q1129469	Espansione metrica dello spazio	Scienze della Terra	30	26	28904	28696	13	13	5	5	1	1	1278	4.42	1278	0	0	0	0	4803	4803	2009-03-22	4454	64926	18	0	0	Expansion of the universe	
Q1130200	Interpretazione giuridica	Diritto e Economia	87	88	13790	11465	3	2	0	0	4	4	274	1.99	273	1	0	0	0	2023	386	2006-11-27	5300	187609	-8	0	0		
Q1131281	Guido Gozzano	Letteratura italiana	189	190	38056	37116	26	26	10	10	16	16	1486	3.90	1486	0	0	0	0	8191	8191	2006-01-07	5624	407745	-5	0	0	Guido Gozzano	Autore:Guido Gozzano
Q1132008	Goffredo Parise	Letteratura italiana	101	103	26642	25907	7	7	3	3	11	11	648	2.43	1	0	0	0	0	3005	3005	2005-10-23	5700	217353	-10	0	0	Goffredo Parise	
Q11336	Cuore (romanzo)	Letteratura italiana	327	369	39524	39157	23	23	4	4	4	4	696	1.76	695	2	2	2	1	8258	8258	2004-08-04	6145	706971	-2	0	0	Cuore	Opera:Cuore
Q1133779	Arte del Rinascimento	Storia dell'arte	297	293	89050	88455	55	55	36	36	4	4	732	0.82	368	1	0	0	1	1416	1416	2005-10-08	5715	641226	16	0	0	Renaissance art	Renaissance art
Q1134177	Coesistenza pacifica	Storia	7	6	10231	10291	14	14	1	1	5	5	984	9.62	984	0	0	0	0	36	36	2005-12-04	5658	16163	6	0	0		
Q11344	Elemento chimico	Chimica	251	254	30995	30916	8	8	1	0	1	1	1484	4.79	1392	0	0	0	0	23389	22592	2003-08-22	6493	543061	-13	0	0	Chemical elements	Chemical element
Q11345	Equazione	Matematica	172	-	12172	-	2	-	1	-	-	-	652	5.36	-	0	-	0	0	6309	-	2004-07-26	6154	372092	-9	0	0	Equations	
Q113453	Uguaglianza di genere	Cittadinanza e costituzione	85	54	7557	7378	4	4	1	1	3	3	648	8.57	648	1	1	0	0	113	113	2014-07-11	2517	183109	150	0	0	Gender equality	
Q11348	Funzione (matematica)	Matematica	395	396	19684	19196	5	5	1	1	8	8	644	3.27	644	0	0	0	0	17305	16356	2003-04-12	6625	853124	-4	0	0	Functions (mathematics)	
Q11352	Angolo	Matematica	177	192	30061	30574	1	1	8	8	0	0	1426	4.74	2140	1	2	0	1	50175	27456	2004-03-24	6278	382407	-75	0	0	Angles	
Q1135521	Il sentiero dei nidi di ragno	Letteratura italiana	398	401	32907	32874	9	9	1	1	4	4	510	1.55	510	0	0	0	0	7988	7988	2006-01-08	5623	859876	-17	0	0		
Q11358	Glucidi	Biologia	512	532	22072	21862	3	3	6	6	2	2	695	3.15	707	1	1	0	0	3548	3548	2003-08-16	6499	1107057	-98	0	0	Carbohydrates	
Q1136305	Doriforo	Storia dell'arte	135	129	6399	6237	2	2	6	5	5	5	592	9.25	440	0	0	0	0	1567	1567	2006-04-15	5526	291977	31	0	0	Doryphoros	
Q11364	Ormone	Biologia	266	267	12464	11812	4	4	2	0	1	1	607	4.87	435	0	0	0	0	1229	1229	2003-08-02	6513	574366	-5	0	0	Hormones	
Q1136575	Guerra vandalica	Storia	13	12	45579	44576	81	79	9	8	4	4	399	0.88	399	0	0	0	0	226	226	2008-06-05	4744	27378	4	0	0		
Q11367	Lipidi	Biologia	493	495	22557	22557	2	2	1	1	7	7	1520	6.74	1520	1	1	0	0	2434	2434	2004-07-25	6155	1066500	-6	0	0	Lipids	
Q1136880	Potenza di due	Matematica	125	116	13903	13903	0	0	0	0	0	0	449	3.23	449	1	1	0	0	40	40	2005-05-24	5852	271277	45	0	0	Powers of two	
Q11369	Molecola	Biologia	202	199	52234	52309	38	38	18	18	11	11	1384	2.65	1574	0	0	0	0	16150	16150	2003-07-21	6525	436558	12	0	0	Molecules	
Q11376	Accelerazione	Fisica	240	247	16927	16862	5	5	5	5	6	6	1047	6.19	1059	0	0	0	0	4460	4460	2003-04-24	6613	519607	-33	0	0	Acceleration	
Q11379	Energia	Scienze	524	527	26644	26574	18	18	5	5	11	11	2069	7.77	2087	0	0	0	0	117528	113975	2003-08-17	6498	1133329	-10	0	0	Energy	
Q11382	Legge di conservazione dell'energia	Fisica	165	153	9357	9238	3	3	0	0	3	3	546	5.84	546	1	1	0	0	8203	8203	2005-06-24	5821	356671	57	0	0		
Q11398	Classificazione scientifica	Scienze	392	395	28161	28030	1	1	5	5	9	9	1576	5.60	1468	0	0	1	0	3529	3529	2005-04-10	5896	846505	-18	0	0	Taxonomy	
Q114	Kenya	Geografia	418	434	29705	27606	15	14	9	9	0	0	2637	8.88	2393	1	1	4	0	5020	4052	2005-02-27	5938	904538	-77	0	0	Kenya	Kenya
Q11402	Forza	Fisica	311	313	16609	17223	4	4	5	5	1	1	1413	8.51	1414	0	0	0	0	3967	3632	2004-01-06	6356	672472	-7	0	0	Forces (physics)	
Q1140370	Fondamentalismo islamico	Storia	110	115	12931	12992	3	3	1	1	11	11	1152	8.91	1123	1	1	0	0	65591	65591	2005-07-28	5787	238893	-21	0	0	Islamic fundamentalism	
Q1140685	Mobile Internet Device	Informatica	13	15	8675	8675	0	0	0	0	0	0	293	3.38	293	1	1	0	0	1037	1037	2008-10-22	4605	28023	-8	0	0		
Q1140772	Ciclo del fosforo	Biologia	17	17	4189	4167	0	0	1	1	0	0	520	12.41	520	1	1	0	0	38	38	2006-06-02	5478	36353	0	0	0		
Q11409	Apartheid	Storia	641	609	15723	14838	9	9	3	3	4	4	973	6.19	781	1	1	2	0	40222	40222	2004-11-26	6031	1386287	161	0	0	Apartheid	
Q11412	Interazione gravitazionale	Fisica	275	263	31756	31597	14	14	8	8	0	0	1360	4.28	1360	2	2	0	0	61022	61022	2004-05-24	6217	593658	57	0	0	Gravitation	
Q11421	Magnete	Scienze	222	221	37402	37009	5	5	10	10	0	0	2811	7.52	2814	0	0	0	0	7446	6740	2005-05-07	5869	478944	2	0	0	Magnets	Magnet
Q11423	Massa (fisica)	Fisica	345	341	63339	61752	34	34	9	9	22	22	4669	7.37	4670	0	0	0	0	61476	61476	2003-12-21	6372	745297	19	0	1	Mass (physical property)	
Q11426	Metallo	Chimica	278	279	34266	34139	25	25	19	19	11	11	1866	5.45	1867	0	0	0	0	9575	9575	2004-06-22	6188	600834	-4	0	0	Metals	
Q11427	Acciaio	Storia	678	707	56458	55152	11	9	15	15	4	4	1490	2.64	1490	0	0	0	0	21228	21228	2004-06-06	6204	1465033	-143	0	0	Steel	Steel
Q1142948	Separazione personale dei coniugi	Diritto e Economia	77	79	18069	18066	8	8	0	0	0	0	370	2.05	371	1	1	0	0	2209	2209	2010-07-15	3974	165639	-13	0	0		
Q11430	Stato della materia	Chimica	273	273	7829	7821	3	3	1	1	1	1	248	3.17	248	0	0	0	0	3896	3896	2005-03-07	5930	590852	3	0	0	States of aggregation	
Q11432	Gas	Chimica	138	138	16243	16173	12	12	1	1	14	14	1258	7.74	1262	0	0	0	0	3714	2424	2005-04-24	5882	299433	1	0	0	Gases	
Q114326	Primitiva (matematica)	Matematica	76	75	5327	5327	2	2	1	1	3	3	722	13.55	722	0	0	0	0	1085	1085	2005-05-31	5845	164283	4	0	0		
Q1143413	Università nel Medioevo	Storia	54	52	9105	7925	2	2	1	1	0	0	1176	12.92	1176	1	1	0	0	6052	6052	2005-02-03	5962	117419	14	0	0	Medieval university	
Q11435	Liquido	Fisica	66	65	3643	3590	1	1	1	1	1	1	112	3.07	112	0	0	0	0	539	539	2004-09-14	6104	142747	3	0	0	Liquid	Liquid
Q1143556	Arte minoico-micenea	Storia dell'arte	34	33	2799	2738	0	0	3	3	6	6	875	31.26	875	1	1	0	0	4875	4875	2007-09-13	5010	72917	2	0	0		
Q11438	Solido	Fisica	67	68	6918	6862	5	5	5	5	3	3	685	9.90	685	0	0	0	0	1875	1875	2007-01-03	5263	144778	-6	0	0	Solids (matter)	
Q11448	Radioattività	Chimica	358	348	30413	29772	2	2	12	10	3	3	875	2.88	818	1	1	0	0	3590	3041	2004-12-29	5998	773113	51	0	0	Radioactivity	
Q11451	Agricoltura	Geografia	208	211	30675	29150	7	6	9	9	14	14	1749	5.70	1393	1	0	0	0	5621	-	2002-08-07	6873	448862	-15	0	0	Agriculture	Agriculture
Q11464	Aratro	Storia	121	119	18688	18564	4	4	4	4	7	7	914	4.89	867	0	0	0	0	224	224	2005-06-05	5840	262251	13	0	0	Ploughs	Plough
Q11465	Velocità	Fisica	215	216	18340	18482	7	7	2	2	4	4	1889	10.30	1889	0	0	0	0	1731	1731	2003-03-17	6651	464718	-4	0	0	Velocity	
Q11466	Temperatura	Fisica	335	344	52736	52386	16	16	5	5	7	7	1017	1.93	1016	0	0	2	0	19513	18757	2003-12-21	6372	723913	-47	0	0	Temperature	
Q11469	Vetro	Tecnologia	565	588	66061	65855	38	38	25	24	12	12	3641	5.51	3640	0	0	2	1	20083	20083	2005-03-21	5916	1221769	-114	0	0	Glass	Glass
Q11471	Tempo	Storia	301	304	47876	47613	18	17	5	4	10	10	605	1.26	655	1	0	0	0	21020	21020	2003-12-20	6373	650417	-12	0	0	Time	
Q114717	Assedio di Pavia (773-774)	Storia	4	3	9589	9174	10	8	1	1	4	4	912	9.51	912	1	1	0	1	1408	1408	2018-12-27	887	8730	8	0	0		
Q11472	Carta	Tecnologia	473	472	48617	47121	15	15	15	15	5	5	287	0.59	287	0	0	0	0	4640	4640	2005-03-24	5913	1023125	8	0	0	Paper	Paper
Q11473	Termodinamica	Chimica	293	298	25366	25349	13	13	3	3	16	16	1801	7.10	1770	0	0	0	0	8393	7436	2003-08-22	6493	633661	-24	0	0	Thermodynamics	Thermodynamics
Q11474	Materie plastiche	Tecnologia	392	394	25877	25633	12	12	14	14	9	9	1178	4.55	975	0	0	0	2	6443	6443	2004-02-23	6308	847109	-12	0	0	Plastics	
Q11476	Cinematica	Fisica	93	94	14261	13318	10	10	10	1	1	1	632	4.43	382	0	0	0	0	7660	7660	2004-11-22	6035	201385	-5	0	0	Kinematics	
Q1147832	Semiretta	Matematica	62	64	2122	2122	0	0	2	2	0	0	1217	57.35	1217	2	2	0	0	40	40	2005-08-20	5764	134017	-12	0	0	Half-lines	
Q115	Etiopia	Geografia	684	689	148275	145757	235	231	58	58	50	50	3265	2.20	3005	2	2	0	1	85193	83872	2004-03-19	6283	1478279	-23	0	0	Ethiopia	ኢትዮጵያ
Q11500	Area	Fisica	196	206	5424	5425	0	0	1	1	0	0	508	9.37	508	1	1	0	0	504	504	2004-09-26	6092	424479	-47	0	0	Area	
Q115089	Forma indeterminata	Matematica	47	52	8255	7990	2	2	0	0	0	0	3560	43.13	3378	0	0	0	0	2839	2839	2004-09-05	6113	101930	-23	0	0		
Q1150997	Saturno che divora i suoi figli	Storia dell'arte	104	99	6119	6117	3	3	3	3	1	1	247	4.04	247	0	0	0	0	541	541	2007-06-20	5095	225329	26	0	0	Saturno devorando a su hijo	
Q11518	Teorema di Pitagora	Matematica	903	923	26616	25727	11	10	15	15	3	3	491	1.84	491	0	0	0	0	9869	9869	2003-02-11	6685	1951854	-99	0	0	Pythagorean theorem	
Q11523	Raggi gamma	Chimica	199	194	38974	38907	26	26	9	9	2	2	827	2.12	826	0	0	0	0	3376	3376	2003-11-09	6414	429160	20	0	0	Gamma rays	
Q11567	Numero complesso	Matematica	254	263	28103	28037	2	2	2	2	1	1	1136	4.04	1083	0	0	0	0	11687	11687	2004-06-02	6208	548723	-44	0	0	Complex numbers	
Q11570	Chilogrammo	Matematica	260	272	21886	20622	21	20	2	2	1	1	2863	13.08	2213	0	0	0	0	8410	6718	2003-12-18	6375	562618	-55	0	0	Kilogram	
Q11573	Metro	Matematica	580	603	13061	12618	8	8	4	4	3	3	1445	11.06	1449	0	0	0	0	5811	5110	2003-12-17	6376	1254253	-112	0	0	Metre	
Q11574	Secondo	Matematica	146	152	7222	7088	2	2	1	1	0	0	859	11.89	859	0	0	0	0	1424	722	2003-12-18	6375	315898	-27	0	0	Second	Second
Q11582	Litro	Matematica	182	190	7444	7277	4	4	1	1	0	0	867	11.65	928	1	1	0	0	1611	863	2004-06-29	6181	393110	-39	0	0	Litre	
Q1159457	Letteratura cavalleresca	Letteratura italiana	96	91	14390	14248	2	2	2	2	0	0	587	4.08	587	1	1	0	0	2993	2993	2005-10-22	5701	207472	27	0	0	Chivalric romances	
Q1159675	Luddismo	Storia	138	136	27532	27477	20	20	2	2	10	10	1501	5.45	1501	0	0	0	0	2518	2518	2005-03-01	5936	297745	9	0	0	Luddism	
Q1164398	Ciclo litogenetico	Scienze della Terra	54	51	4950	4946	0	0	1	1	0	0	612	12.36	612	0	0	0	0	413	413	2003-09-04	6480	116780	15	0	0		
Q11651	Corrente elettrica	Scienze	414	414	28110	27978	19	19	6	6	4	4	620	2.21	620	0	0	0	0	9066	9066	2003-12-21	6372	894520	-1	0	0	Electric current	
Q11660	Intelligenza artificiale	Informatica	302	283	65131	60620	60	52	2	2	10	10	1450	2.23	1450	1	1	0	0	26700	26700	2003-07-03	6543	653384	93	0	0	Artificial intelligence	
Q11663	Tempo (meteorologia)	Scienze della Terra	31	30	6010	5932	2	2	3	3	0	0	777	12.93	724	1	1	0	0	49	49	2005-11-07	5685	66603	6	0	0	Weather	
Q11690026	Canzoniere	Letteratura italiana	23	22	5374	5100	3	3	1	0	0	0	2045	38.05	1858	0	0	0	0	41	41	2005-11-03	5689	49528	4	0	0	Chansonniers	
Q11691	Borsa valori	Diritto e Economia	221	233	18913	16101	11	11	8	7	7	7	2062	10.90	812	0	0	2	0	2243	2243	2006-01-05	5626	478389	-58	0	0	Stock exchanges	Stock exchange
Q11698	Costituzione degli Stati Uniti d'America	Storia	497	442	45544	41548	12	4	7	7	13	13	2774	6.09	1074	0	0	0	0	6252	4869	2004-04-19	6252	1075485	279	0	0	United States Constitution	Costituzione degli Stati Uniti d'America
Q11708	Sud-est asiatico	Geografia	139	138	24944	23941	29	28	16	16	3	3	746	2.99	773	1	1	0	0	33631	33631	2004-12-22	6005	301042	9	0	0	Southeast Asia	
Q1172506	Regolamento generale sulla protezione dei dati	Cittadinanza e costituzione	456	438	72778	62054	48	41	0	0	0	0	2350	3.23	2381	0	0	0	0	4440	4224	2016-05-01	1857	986663	92	0	0	General Data Protection Regulation	
Q117364	Proposizione (linguistica)	Grammatica italiana	76	78	2027	1997	0	0	0	0	0	0	866	42.72	879	1	1	0	0	117	193	2005-11-14	5678	163596	-10	0	0		
Q11750	Stati del mondo	Geografia	823	806	31376	30929	7	7	2	3	0	0	537	1.71	539	0	0	0	0	44280	-	2003-09-22	6462	1780105	87	0	0		
Q11768	Antico Egitto	Storia	723	716	166920	164778	120	120	52	52	43	43	3917	2.35	3917	0	1	0	1	51448	50766	2004-03-17	6285	1562909	37	0	0	Ancient Egypt	
Q117701	Principio dei vasi comunicanti	Fisica	153	155	7604	7539	1	1	3	3	1	1	398	5.23	333	2	2	0	0	3221	3221	2006-08-26	5393	331421	-9	0	0		
Q1179618	Giuseppe Pontiggia	Letteratura italiana	41	41	17045	16180	15	14	5	4	23	23	72	0.42	72	0	0	0	0	2920	2920	2006-04-03	5538	89162	1	0	0	Giuseppe Pontiggia	
Q1179737	Neorealismo	Letteratura italiana	61	72	877	789	0	0	0	0	0	0	783	89.28	747	0	0	0	0	1493	1493	2005-03-12	5925	132836	-53	0	0		
Q1180565	De agri cultura	Letteratura latina	24	22	8895	8904	3	3	1	1	6	6	4733	53.21	4751	0	0	0	0	0	0	2008-03-12	4829	51398	9	0	0		
Q118171	Base di dati a oggetti	Informatica	2	1	3241	3465	0	0	0	0	0	0	873	26.94	874	0	0	0	0	442	442	2010-05-29	4021	5182	6	0	0		
Q1185557	Forza elastica	Fisica	102	102	6553	6782	9	9	1	0	12	12	807	12.31	2067	0	0	0	0	36	36	2008-07-02	4717	219836	0	0	0		
Q1186690	Ricchezza nazionale	Diritto e Economia	6	5	24651	24651	2	2	17	17	0	0	1568	6.36	1568	0	0	0	0	1521	1521	2018-06-03	1094	13570	7	0	0		
Q1187312	Ieri	Storia	4	5	516	473	0	0	0	0	0	0	321	62.21	320	0	0	0	0	36	36	2006-08-07	5412	9177	-2	0	0		
Q1187484	Omaggio feudale	Storia	32	29	5357	5357	3	3	2	2	0	0	1117	20.85	1117	0	0	0	0	85	85	2007-11-26	4936	68233	11	0	0	Homage	
Q1189238	Storia dell'informatica	Informatica	41	39	29819	29854	29	29	18	18	34	34	733	2.46	763	0	0	0	0	3225	3225	2004-05-11	6230	88134	6	0	0	History of computing	
Q1191320	Rivoluzione copernicana	Filosofia	83	79	3887	3887	1	1	0	0	4	4	544	14.00	544	0	0	0	0	120	120	2007-01-19	5247	180300	22	0	0		
Q1192894	Fuga a Varennes	Storia	41	37	49644	49626	13	13	8	8	27	27	889	1.79	823	1	1	0	0	2132	2132	2015-09-20	2081	88046	20	0	0	Flight to Varennes	
Q1193736	Il Gattopardo	Letteratura italiana	523	531	25449	24336	8	8	3	3	8	8	840	3.30	840	0	0	0	0	8158	8158	2005-06-21	5824	1129834	-40	0	0	Il Gattopardo	
Q1194697	Diatesi passiva	Grammatica italiana	13	13	11143	11036	0	0	0	0	0	0	1641	14.73	1640	1	1	2	0	1119	1035	2007-07-27	5058	28795	3	0	0		
Q1195304	Ermetismo	Letteratura italiana	9	10	328	394	0	0	0	0	0	0	230	70.12	267	0	0	0	0	50	50	2005-03-02	5935	19119	-5	0	0		
Q1197114	Metodi per il calcolo della radice quadrata	Matematica	47	49	27676	27658	0	0	0	0	0	0	223	0.81	223	1	1	0	0	795	795	2005-12-02	5660	100834	-12	0	0		
Q119716	Geografia dell'Europa	Geografia	200	198	6356	6372	3	3	3	3	0	0	503	7.91	511	1	1	0	0	2086	2086	2006-11-01	5326	431689	7	0	0	Geography of Europe	
Q11978	Digestione	Biologia	200	205	15650	15665	1	1	3	3	0	0	985	6.29	985	1	1	0	0	1222	1222	2006-11-29	5298	431406	-26	0	0	Digestion	
Q11982	Fotosintesi clorofilliana	Biologia	660	22	12763	38	7	0	2	0	0	0	1903	14.91	35	0	0	0	0	8757	0	2003-08-03	6512	1426135	32	0	0	Photosynthesis	
Q11995	Gravidanza	Biologia	167	182	11469	11469	4	4	10	10	2	2	520	4.53	520	0	0	0	0	72871	72871	2006-12-07	5290	361308	-71	0	0	Human pregnancy	Human pregnancy
Q1202252	Spoletta volante	Storia	38	38	2728	2728	0	0	2	2	0	0	2303	84.42	2303	1	1	0	0	36	36	2006-11-25	5302	82787	2	0	0		
Q1203075	Simmetria centrale	Matematica	18	20	2929	2929	0	0	0	0	0	0	569	19.43	569	2	2	0	0	40	40	2007-03-15	5192	39347	-7	0	0		
Q1203182	Divisione Nord-Sud	Cittadinanza e costituzione	20	12	30331	30318	12	12	12	12	4	4	805	2.65	805	0	0	0	0	4032	4032	2008-01-30	4871	43908	41	0	0	North-South divide	
Q1203607	Teatro nell'antica Roma	Letteratura latina	34	27	32436	32423	8	8	8	8	3	3	1149	3.54	1149	0	0	0	0	11489	11489	2006-04-28	5513	74453	36	0	0	Ancient Roman theatre	
Q1205637	Ecologia comportamentale	Biologia	5	5	6387	6215	1	1	1	0	1	1	630	9.86	468	1	1	2	0	97	97	2008-10-13	4614	11005	0	0	0	Behavioral ecology	
Q12089457	Errore statistico	Fisica	32	32	2835	2835	0	0	0	0	0	0	829	29.24	829	1	1	0	0	36	36	2005-10-04	5719	69745	3	0	0		
Q1209449	Rime	Letteratura italiana	2	-	527	-	0	-	0	-	-	-	53	10.06	-	0	-	0	0	0	-	2005-06-23	5822	5011	-1	0	0		Rime
